Producto,Variedad,Volumen (TM),Fecha
PAPAYA,PAPAYA SELVA,4,20/11/2025
MEMBRILLO,MEMBRILLO,7,20/11/2025
MANDARINA,MANDARINA,7,20/11/2025
ACELGA,ACELGA,1,21/11/2025
AJI,AJI AMARILLO SECO,5,21/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,103,21/11/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),3,21/11/2025
AJI,AJI SECO PANCA,12,21/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),196,21/11/2025
AJO,AJO PELADO,22,21/11/2025
AJO,AJO CRIOLLO O NAPURI,142,21/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,17,21/11/2025
ALBAHACA,ALBAHACA,19,21/11/2025
APIO,APIO,158,21/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),127,21/11/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,12,21/11/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),5,21/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),105,21/11/2025
CAIGUA,CAIGUA (SELVA),18,21/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,377,21/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,65,21/11/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,35,21/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,152,21/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),24,21/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),25,21/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),31,21/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,343,21/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,21/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),114,21/11/2025
HABA,HABA VERDE SERRANA,73,21/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),7,21/11/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,22,21/11/2025
HORTALIZAS CHINAS,PACCHOY,2,21/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),15,21/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,8,21/11/2025
HORTALIZAS CHINAS,BROCOLI,70,21/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),16,21/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),178,21/11/2025
LIMON,LIMON CITRICO BOLSA,510,21/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,140,21/11/2025
NABO,NABO (CRIOLLO/SERRANO),22,21/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),191,21/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),3,21/11/2025
PAPA,PAPA AMARILLA,57,21/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,2096,21/11/2025
PAPA,PAPA COLOR/VALLE/OTROS,21,21/11/2025
PAPA,PAPA YUNGAY,275,21/11/2025
PAPA,PAPA UNICA,112,21/11/2025
PAPA,PAPA CANCHAN,78,21/11/2025
PEPINILLO,PEPINILLO,197,21/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),30,21/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,112,21/11/2025
PORO,PORO (CRIOLLO/SERRANO),40,21/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),15,21/11/2025
TOMATE,TOMATE CHERRY,17,21/11/2025
TOMATE,TOMATE KATIA,357,21/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,78,21/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),136,21/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),323,21/11/2025
ZAPALLO,ZAPALLO ITALIANO,10,21/11/2025
ZAPALLO,ZAPALLO LOCHE,2,21/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),122,21/11/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1,21/11/2025
OTROS PROD.AGRIC.,MANZANILLA,3,21/11/2025
OTROS PROD.AGRIC.,ALFALFA,26,21/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,16,21/11/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,21/11/2025
FRESA,FRESA ROJA,1,21/11/2025
GRANADILLA,GRANADILLA (SELVA),4,21/11/2025
PEPINO,PEPINO RAYADO O MELON,1,21/11/2025
PLATANOS,PLATANOS SEDA,11,21/11/2025
PLATANOS,PLATANOS BELLACO,30,21/11/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),21,21/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,24,21/11/2025
MARACUYA,MARACUYA (COSTA),23,21/11/2025
NARANJA,NARANJA VALENCIA (SELVA),5,21/11/2025
NARANJA,NARANJA HUANDO,2,21/11/2025
PIÑA,PIÑA HAWAYANA,1,21/11/2025
PIÑA,PIÑA GOLDEN,10,21/11/2025
PALTA,PALTA FUERTE (COSTA),5,21/11/2025
PAPAYA,PAPAYA SELVA,7,21/11/2025
OTRAS FRUTAS,ARANDANOS,0,21/11/2025
MANDARINA,MANDARINA,27,21/11/2025
AJI,AJI AMARILLO SECO,2,22/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,89,22/11/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),1,22/11/2025
AJI,AJI SECO PANCA,3,22/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),125,22/11/2025
AJO,AJO PELADO,21,22/11/2025
AJO,AJO CRIOLLO O NAPURI,133,22/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,40,22/11/2025
ALBAHACA,ALBAHACA,18,22/11/2025
APIO,APIO,161,22/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),76,22/11/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,40,22/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),83,22/11/2025
CAIGUA,CAIGUA (SELVA),12,22/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,370,22/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,44,22/11/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,81,22/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,220,22/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),16,22/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),49,22/11/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),26,22/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),45,22/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,594,22/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,0,22/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),140,22/11/2025
HABA,HABA VERDE SERRANA,92,22/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),6,22/11/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,13,22/11/2025
HORTALIZAS CHINAS,PACCHOY,3,22/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),55,22/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,15,22/11/2025
HORTALIZAS CHINAS,BROCOLI,74,22/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),19,22/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),200,22/11/2025
LECHUGA,LECHUGA CRIOLLA SEDA,12,22/11/2025
LIMON,LIMON CITRICO CAJON,76,22/11/2025
LIMON,LIMON CITRICO BOLSA,596,22/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,154,22/11/2025
NABO,NABO (CRIOLLO/SERRANO),18,22/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),116,22/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),9,22/11/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,2,22/11/2025
PAPA,PAPA AMARILLA,78,22/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,2216,22/11/2025
PAPA,PAPA COLOR/VALLE/OTROS,10,22/11/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,20,22/11/2025
PAPA,PAPA NEGRA ANDINA,72,22/11/2025
PAPA,PAPA YUNGAY,441,22/11/2025
PAPA,PAPA UNICA,80,22/11/2025
PEPINILLO,PEPINILLO,254,22/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),41,22/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,88,22/11/2025
PORO,PORO (CRIOLLO/SERRANO),37,22/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),14,22/11/2025
TOMATE,TOMATE KATIA,449,22/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,101,22/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),209,22/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),338,22/11/2025
ZAPALLO,ZAPALLO ITALIANO,11,22/11/2025
ZAPALLO,ZAPALLO LOCHE,4,22/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),189,22/11/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1,22/11/2025
OTROS PROD.AGRIC.,AZUCAR RUBIA NACIONAL,1,22/11/2025
OTROS PROD.AGRIC.,ALFALFA,48,22/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,14,22/11/2025
CARAMBOLA,CARAMBOLA,6,22/11/2025
FRESA,FRESA ROJA,2,22/11/2025
PLATANOS,PLATANOS SEDA,16,22/11/2025
PLATANOS,PLATANOS BELLACO,6,22/11/2025
UVA,UVA ITALIA,1,22/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,58,22/11/2025
MANZANA,MANZANA GOLDEN,16,22/11/2025
MARACUYA,MARACUYA (COSTA),139,22/11/2025
NARANJA,NARANJA VALENCIA (SELVA),10,22/11/2025
NARANJA,NARANJA TANGELO (SELVA),1,22/11/2025
PIÑA,PIÑA GOLDEN,10,22/11/2025
PALTA,PALTA FUERTE (COSTA),19,22/11/2025
PAPAYA,PAPAYA SELVA,6,22/11/2025
COCO,COCO(COSTA/SELVA),1,22/11/2025
MANDARINA,MANDARINA,19,22/11/2025
AJI,AJI AMARILLO SECO,17,23/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,17,23/11/2025
AJI,AJI SECO PANCA,2,23/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),43,23/11/2025
AJO,AJO PELADO,13,23/11/2025
AJO,AJO CRIOLLO O NAPURI,51,23/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,48,23/11/2025
ALBAHACA,ALBAHACA,15,23/11/2025
APIO,APIO,76,23/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),78,23/11/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,44,23/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),31,23/11/2025
CAIGUA,CAIGUA (SELVA),6,23/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,362,23/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,1,23/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,527,23/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),18,23/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),5,23/11/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),15,23/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),39,23/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,292,23/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,23/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),104,23/11/2025
HABA,HABA VERDE SERRANA,69,23/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),2,23/11/2025
HORTALIZAS CHINAS,PACCHOY,1,23/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),56,23/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,10,23/11/2025
HORTALIZAS CHINAS,BROCOLI,68,23/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),9,23/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),118,23/11/2025
LECHUGA,LECHUGA CRIOLLA SEDA,22,23/11/2025
LIMON,LIMON CITRICO CAJON,102,23/11/2025
LIMON,LIMON CITRICO BOLSA,166,23/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,51,23/11/2025
NABO,NABO (CRIOLLO/SERRANO),10,23/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),35,23/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),26,23/11/2025
PAPA,PAPA AMARILLA,114,23/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1466,23/11/2025
PAPA,PAPA YUNGAY,122,23/11/2025
PAPA,PAPA UNICA,108,23/11/2025
PAPA,PAPA CANCHAN,33,23/11/2025
PEPINILLO,PEPINILLO,80,23/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),28,23/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,22,23/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),11,23/11/2025
TOMATE,TOMATE KATIA,239,23/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,63,23/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),197,23/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),331,23/11/2025
ZAPALLO,ZAPALLO ITALIANO,14,23/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),90,23/11/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1,23/11/2025
OTROS PROD.AGRIC.,ALFALFA,41,23/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,26,23/11/2025
FRESA,FRESA ROJA,2,23/11/2025
PLATANOS,PLATANOS SEDA,12,23/11/2025
PLATANOS,PLATANOS ISLA,7,23/11/2025
PLATANOS,PLATANOS BELLACO,67,23/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,34,23/11/2025
MARACUYA,MARACUYA (COSTA),100,23/11/2025
NARANJA,NARANJA VALENCIA (SELVA),2,23/11/2025
PIÑA,PIÑA GOLDEN,9,23/11/2025
PALTA,PALTA FUERTE (COSTA),11,23/11/2025
PAPAYA,PAPAYA SELVA,7,23/11/2025
MANDARINA,MANDARINA,8,23/11/2025
AJI,AJI AMARILLO SECO,52,24/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,68,24/11/2025
AJI,AJI SECO PANCA,14,24/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),191,24/11/2025
AJO,AJO PELADO,15,24/11/2025
AJO,AJO CRIOLLO O NAPURI,50,24/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,16,24/11/2025
ALBAHACA,ALBAHACA,12,24/11/2025
APIO,APIO,101,24/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),27,24/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),53,24/11/2025
CAIGUA,CAIGUA (SELVA),1,24/11/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),3,24/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,197,24/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,15,24/11/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,101,24/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1097,24/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),13,24/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),7,24/11/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),14,24/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),25,24/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,243,24/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,0,24/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),105,24/11/2025
HABA,HABA VERDE SERRANA,70,24/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),4,24/11/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,4,24/11/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,11,24/11/2025
HORTALIZAS CHINAS,PACCHOY,2,24/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),108,24/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,8,24/11/2025
HORTALIZAS CHINAS,BROCOLI,34,24/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),5,24/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),83,24/11/2025
LECHUGA,LECHUGA CRIOLLA SEDA,35,24/11/2025
LIMON,LIMON CITRICO CAJON,232,24/11/2025
LIMON,LIMON CITRICO BOLSA,889,24/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,111,24/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),86,24/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),69,24/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,425,24/11/2025
PAPA,PAPA UNICA,25,24/11/2025
PEPINILLO,PEPINILLO,178,24/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),18,24/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,37,24/11/2025
PORO,PORO (CRIOLLO/SERRANO),33,24/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),4,24/11/2025
TOMATE,TOMATE CHERRY,26,24/11/2025
TOMATE,TOMATE KATIA,119,24/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,52,24/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),73,24/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),110,24/11/2025
ZAPALLO,ZAPALLO ITALIANO,16,24/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),65,24/11/2025
OTROS PROD.AGRIC.,MANZANILLA,3,24/11/2025
OTROS PROD.AGRIC.,ALFALFA,37,24/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,3,24/11/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,24/11/2025
FRESA,FRESA ROJA,1,24/11/2025
GRANADILLA,GRANADILLA (SELVA),6,24/11/2025
PLATANOS,PLATANOS SEDA,31,24/11/2025
PLATANOS,PLATANOS ISLA,2,24/11/2025
PLATANOS,PLATANOS BELLACO,6,24/11/2025
MANGO,MANGO KENT(COSTA),13,24/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,1,24/11/2025
MARACUYA,MARACUYA (COSTA),98,24/11/2025
NARANJA,NARANJA VALENCIA (SELVA),1,24/11/2025
PIÑA,PIÑA GOLDEN,17,24/11/2025
PALTA,PALTA HALL (COSTA),1,24/11/2025
PALTA,PALTA FUERTE (COSTA),17,24/11/2025
PAPAYA,PAPAYA SELVA,2,24/11/2025
MEMBRILLO,MEMBRILLO,2,24/11/2025
MANDARINA,MANDARINA,3,24/11/2025
ACELGA,ACELGA,1,25/11/2025
AJI,AJI AMARILLO SECO,1,25/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,150,25/11/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),1,25/11/2025
AJI,AJI SECO PANCA,1,25/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),116,25/11/2025
AJO,AJO PELADO,25,25/11/2025
AJO,AJO CRIOLLO O NAPURI,191,25/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,97,25/11/2025
ALBAHACA,ALBAHACA,12,25/11/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,6,25/11/2025
APIO,APIO,157,25/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),141,25/11/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,46,25/11/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),5,25/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),58,25/11/2025
CAIGUA,CAIGUA (SELVA),10,25/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,392,25/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,47,25/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,908,25/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),28,25/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),69,25/11/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),46,25/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),32,25/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,442,25/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,3,25/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),132,25/11/2025
FREJOL,FREJOL VERDE CANARIO,11,25/11/2025
HABA,HABA VERDE SERRANA,92,25/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),2,25/11/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,9,25/11/2025
HORTALIZAS CHINAS,PACCHOY,3,25/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),33,25/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,24,25/11/2025
HORTALIZAS CHINAS,BROCOLI,68,25/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),15,25/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),192,25/11/2025
LIMON,LIMON CITRICO BOLSA,59,25/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,128,25/11/2025
NABO,NABO (CRIOLLO/SERRANO),20,25/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),81,25/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),51,25/11/2025
PAPA,PAPA AMARILLA,64,25/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,2770,25/11/2025
PAPA,PAPA COLOR/VALLE/OTROS,37,25/11/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,25,25/11/2025
PAPA,PAPA YUNGAY,58,25/11/2025
PAPA,PAPA UNICA,66,25/11/2025
PEPINILLO,PEPINILLO,176,25/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),42,25/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,96,25/11/2025
PORO,PORO (CRIOLLO/SERRANO),31,25/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),8,25/11/2025
TOMATE,TOMATE CHERRY,11,25/11/2025
TOMATE,TOMATE ORGANICO,3,25/11/2025
TOMATE,TOMATE KATIA,457,25/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,100,25/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),196,25/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),379,25/11/2025
ZAPALLO,ZAPALLO ITALIANO,26,25/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),137,25/11/2025
OTROS PROD.AGRIC.,MANZANILLA,3,25/11/2025
OTROS PROD.AGRIC.,ALFALFA,42,25/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,13,25/11/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,0,25/11/2025
CARAMBOLA,CARAMBOLA,1,25/11/2025
GRANADILLA,GRANADILLA (SELVA),1,25/11/2025
PEPINO,PEPINO RAYADO O MELON,1,25/11/2025
PLATANOS,PLATANOS SEDA,40,25/11/2025
PLATANOS,PLATANOS ISLA,1,25/11/2025
PLATANOS,PLATANOS BISCOCHITO,2,25/11/2025
PLATANOS,PLATANOS BELLACO,28,25/11/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),26,25/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,32,25/11/2025
MARACUYA,MARACUYA (COSTA),82,25/11/2025
NARANJA,NARANJA VALENCIA (SELVA),6,25/11/2025
PIÑA,PIÑA HAWAYANA,2,25/11/2025
PIÑA,PIÑA GOLDEN,12,25/11/2025
PALTA,PALTA HALL (COSTA),3,25/11/2025
PALTA,PALTA FUERTE (COSTA),10,25/11/2025
PAPAYA,PAPAYA SELVA,11,25/11/2025
MANDARINA,MANDARINA,36,25/11/2025
AJI,AJI AMARILLO SECO,2,26/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,60,26/11/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),0,26/11/2025
AJI,AJI SECO PANCA,4,26/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),97,26/11/2025
AJO,AJO PELADO,9,26/11/2025
AJO,AJO CRIOLLO O NAPURI,83,26/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,43,26/11/2025
ALBAHACA,ALBAHACA,14,26/11/2025
APIO,APIO,132,26/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),46,26/11/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,32,26/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),68,26/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,223,26/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,115,26/11/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,31,26/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,321,26/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),23,26/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),35,26/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),18,26/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,287,26/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,26/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),72,26/11/2025
